LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
LIE,INFRAINVEST,ROAD,EUR,A,2004,25905057.96
LIE,INFRAINVEST,ROAD,EUR,A,2005,27126525.87
LTU,INFRAINVEST,ROAD,EUR,A,1995,15000000
LTU,INFRAINVEST,ROAD,EUR,A,1996,24000000
LTU,INFRAINVEST,ROAD,EUR,A,1997,40000000
LTU,INFRAINVEST,ROAD,EUR,A,1998,96000000
LTU,INFRAINVEST,ROAD,EUR,A,1999,130000000
LTU,INFRAINVEST,ROAD,EUR,A,2000,109000000
LTU,INFRAINVEST,ROAD,EUR,A,2001,70000000
LTU,INFRAINVEST,ROAD,EUR,A,2002,112000000
LTU,INFRAINVEST,ROAD,EUR,A,2003,142000000
LTU,INFRAINVEST,ROAD,EUR,A,2004,137000000
LTU,INFRAINVEST,ROAD,EUR,A,2005,165000000
LTU,INFRAINVEST,ROAD,EUR,A,2006,242000000
LTU,INFRAINVEST,ROAD,EUR,A,2007,312000000
LTU,INFRAINVEST,ROAD,EUR,A,2008,437000000
LTU,INFRAINVEST,ROAD,EUR,A,2009,448000000
LTU,INFRAINVEST,ROAD,EUR,A,2010,422000000
LTU,INFRAINVEST,ROAD,EUR,A,2011,343000000
LTU,INFRAINVEST,ROAD,EUR,A,2012,243000000
LTU,INFRAINVEST,ROAD,EUR,A,2013,253000000
LTU,INFRAINVEST,ROAD,EUR,A,2014,224000000
LTU,INFRAINVEST,ROAD,EUR,A,2015,258000000
LTU,INFRAINVEST,ROAD,EUR,A,2016,357000000
LTU,INFRAINVEST,ROAD,EUR,A,2017,345000000
LTU,INFRAINVEST,ROAD,EUR,A,2018,325000000
LTU,INFRAINVEST,ROAD,EUR,A,2019,352000000
LTU,INFRAINVEST,ROAD,EUR,A,2020,466000000
LTU,INFRAINVEST,ROAD,EUR,A,2021,434000000
MKD,INFRAINVEST,ROAD,EUR,A,1995,254446559.9
MKD,INFRAINVEST,ROAD,EUR,A,1996,214345769.1
MKD,INFRAINVEST,ROAD,EUR,A,1997,95674099.08
MKD,INFRAINVEST,ROAD,EUR,A,1998,125700565.7
MKD,INFRAINVEST,ROAD,EUR,A,1999,68663414.6
MKD,INFRAINVEST,ROAD,EUR,A,2000,68304833.26
MKD,INFRAINVEST,ROAD,EUR,A,2001,61271338.09
MKD,INFRAINVEST,ROAD,EUR,A,2002,71946452.91
MKD,INFRAINVEST,ROAD,EUR,A,2003,107129941.1
MKD,INFRAINVEST,ROAD,EUR,A,2004,59825706.16
MKD,INFRAINVEST,ROAD,EUR,A,2005,65103417.22
MKD,INFRAINVEST,ROAD,EUR,A,2006,59881594.84
MKD,INFRAINVEST,ROAD,EUR,A,2007,75980119.15
MKD,INFRAINVEST,ROAD,EUR,A,2008,90922389.87
MKD,INFRAINVEST,ROAD,EUR,A,2009,103836054.6
MKD,INFRAINVEST,ROAD,EUR,A,2010,83588705.59
MKD,INFRAINVEST,ROAD,EUR,A,2011,103886505
MKD,INFRAINVEST,ROAD,EUR,A,2012,70486162.05
MKD,INFRAINVEST,ROAD,EUR,A,2013,87527007.78
MKD,INFRAINVEST,ROAD,EUR,A,2014,174274591.6
MKD,INFRAINVEST,ROAD,EUR,A,2015,166327103
MKD,INFRAINVEST,ROAD,EUR,A,2016,228634923.2
MKD,INFRAINVEST,ROAD,EUR,A,2017,195062695.8
MKD,INFRAINVEST,ROAD,EUR,A,2018,148267408.4
MKD,INFRAINVEST,ROAD,EUR,A,2019,232269604.9
MKD,INFRAINVEST,ROAD,EUR,A,2020,164719470.8
MKD,INFRAINVEST,ROAD,EUR,A,2021,191633001.7
MLT,INFRAINVEST,ROAD,EUR,A,1995,148128.8572
MLT,INFRAINVEST,ROAD,EUR,A,1996,4550862.464
MLT,INFRAINVEST,ROAD,EUR,A,1997,485309.6594
MLT,INFRAINVEST,ROAD,EUR,A,1998,1421059.716
MLT,INFRAINVEST,ROAD,EUR,A,1999,5350175.474
MLT,INFRAINVEST,ROAD,EUR,A,2000,5690477.522
MLT,INFRAINVEST,ROAD,EUR,A,2001,4401961.332
MLT,INFRAINVEST,ROAD,EUR,A,2002,9894942.93
MLT,INFRAINVEST,ROAD,EUR,A,2003,8030705.8
MLT,INFRAINVEST,ROAD,EUR,A,2004,13928687.58
MLT,INFRAINVEST,ROAD,EUR,A,2005,35791797
MLT,INFRAINVEST,ROAD,EUR,A,2006,26546945.61
MLT,INFRAINVEST,ROAD,EUR,A,2007,25885221.83
MLT,INFRAINVEST,ROAD,EUR,A,2008,16097173.42
MLT,INFRAINVEST,ROAD,EUR,A,2009,3701352.28
MLT,INFRAINVEST,ROAD,EUR,A,2010,12583742.48
MLT,INFRAINVEST,ROAD,EUR,A,2011,17340553.11
MLT,INFRAINVEST,ROAD,EUR,A,2012,26747405.42
MLT,INFRAINVEST,ROAD,EUR,A,2013,11066059.39
MLT,INFRAINVEST,ROAD,EUR,A,2014,38522824.59
MDA,INFRAINVEST,ROAD,EUR,A,1996,10436270.32
MDA,INFRAINVEST,ROAD,EUR,A,1997,13726574.27
MDA,INFRAINVEST,ROAD,EUR,A,1998,7602928.78
MDA,INFRAINVEST,ROAD,EUR,A,1999,2505256.565
MDA,INFRAINVEST,ROAD,EUR,A,2000,1914491.833
MDA,INFRAINVEST,ROAD,EUR,A,2001,1041630.499
MDA,INFRAINVEST,ROAD,EUR,A,2002,2259587.664
MDA,INFRAINVEST,ROAD,EUR,A,2003,1777089.508
MDA,INFRAINVEST,ROAD,EUR,A,2004,3976791.186
MDA,INFRAINVEST,ROAD,EUR,A,2005,2423283.932
MDA,INFRAINVEST,ROAD,EUR,A,2006,6488072.86
MDA,INFRAINVEST,ROAD,EUR,A,2007,27691659.39
MDA,INFRAINVEST,ROAD,EUR,A,2008,25982015.47
MDA,INFRAINVEST,ROAD,EUR,A,2009,13423338.54
MDA,INFRAINVEST,ROAD,EUR,A,2010,13778639.45
MDA,INFRAINVEST,ROAD,EUR,A,2011,8144170.183
MDA,INFRAINVEST,ROAD,EUR,A,2012,40216113.43
MDA,INFRAINVEST,ROAD,EUR,A,2013,36179666.43
MDA,INFRAINVEST,ROAD,EUR,A,2014,38885218.78
MDA,INFRAINVEST,ROAD,EUR,A,2015,51077368.32
MDA,INFRAINVEST,ROAD,EUR,A,2016,36290066.5
MDA,INFRAINVEST,ROAD,EUR,A,2017,31283586.67
MDA,INFRAINVEST,ROAD,EUR,A,2018,33658497.26
MDA,INFRAINVEST,ROAD,EUR,A,2019,57360259.02
MDA,INFRAINVEST,ROAD,EUR,A,2020,82565556.34
ROU,INFRAINVEST,ROAD,EUR,A,1995,352112676.1
ROU,INFRAINVEST,ROAD,EUR,A,1996,389545111.8
ROU,INFRAINVEST,ROAD,EUR,A,1997,457411299.3
ROU,INFRAINVEST,ROAD,EUR,A,1998,490265308.2
ROU,INFRAINVEST,ROAD,EUR,A,1999,443271119.8
ROU,INFRAINVEST,ROAD,EUR,A,2000,630549285.2
ROU,INFRAINVEST,ROAD,EUR,A,2001,735486351.4
ROU,INFRAINVEST,ROAD,EUR,A,2002,634280594
ROU,INFRAINVEST,ROAD,EUR,A,2003,707380083.6
ROU,INFRAINVEST,ROAD,EUR,A,2004,1094879704
ROU,INFRAINVEST,ROAD,EUR,A,2005,1330885601
ROU,INFRAINVEST,ROAD,EUR,A,2006,1950686642
ROU,INFRAINVEST,ROAD,EUR,A,2007,2803858714
ROU,INFRAINVEST,ROAD,EUR,A,2008,3889793702
ROU,INFRAINVEST,ROAD,EUR,A,2009,3105245778
ROU,INFRAINVEST,ROAD,EUR,A,2010,2851137605
ROU,INFRAINVEST,ROAD,EUR,A,2011,3283631388
ROU,INFRAINVEST,ROAD,EUR,A,2012,3092797380
ROU,INFRAINVEST,ROAD,EUR,A,2013,2728712692
ROU,INFRAINVEST,ROAD,EUR,A,2014,2492631011
ROU,INFRAINVEST,ROAD,EUR,A,2015,2870287051
ROU,INFRAINVEST,ROAD,EUR,A,2016,2366794335
ROU,INFRAINVEST,ROAD,EUR,A,2017,2133648521
ROU,INFRAINVEST,ROAD,EUR,A,2018,2181564246
RUS,INFRAINVEST,ROAD,EUR,A,1996,2474558016
RUS,INFRAINVEST,ROAD,EUR,A,1997,3134861952
RUS,INFRAINVEST,ROAD,EUR,A,1998,2305148988
RUS,INFRAINVEST,ROAD,EUR,A,1999,1665289981
RUS,INFRAINVEST,ROAD,EUR,A,2000,2571606026
RUS,INFRAINVEST,ROAD,EUR,A,2001,2344748509
RUS,INFRAINVEST,ROAD,EUR,A,2002,2071355312
RUS,INFRAINVEST,ROAD,EUR,A,2003,2113111081
RUS,INFRAINVEST,ROAD,EUR,A,2004,3180720604
RUS,INFRAINVEST,ROAD,EUR,A,2005,3786278176
RUS,INFRAINVEST,ROAD,EUR,A,2006,4873784074
RUS,INFRAINVEST,ROAD,EUR,A,2007,7296824105
RUS,INFRAINVEST,ROAD,EUR,A,2008,9880380173
RUS,INFRAINVEST,ROAD,EUR,A,2009,6240104769
RUS,INFRAINVEST,ROAD,EUR,A,2010,6201084487
RUS,INFRAINVEST,ROAD,EUR,A,2011,8421851970
RUS,INFRAINVEST,ROAD,EUR,A,2012,9281187834
RUS,INFRAINVEST,ROAD,EUR,A,2013,9836121429
RUS,INFRAINVEST,ROAD,EUR,A,2014,8283687132
RUS,INFRAINVEST,ROAD,EUR,A,2015,6117207705
RUS,INFRAINVEST,ROAD,EUR,A,2016,7597091434
RUS,INFRAINVEST,ROAD,EUR,A,2017,8200559986
RUS,INFRAINVEST,ROAD,EUR,A,2018,7298221094
RUS,INFRAINVEST,ROAD,EUR,A,2019,6710809666
RUS,INFRAINVEST,ROAD,EUR,A,2020,6953092859
SVN,INFRAINVEST,ROAD,EUR,A,1995,186000000
SVN,INFRAINVEST,ROAD,EUR,A,1996,284000000
SVN,INFRAINVEST,ROAD,EUR,A,1997,293000000
SVN,INFRAINVEST,ROAD,EUR,A,1998,263000000
SVN,INFRAINVEST,ROAD,EUR,A,1999,352000000
SVN,INFRAINVEST,ROAD,EUR,A,2000,372000000
SVN,INFRAINVEST,ROAD,EUR,A,2001,284000000
SVN,INFRAINVEST,ROAD,EUR,A,2002,337000000
SVN,INFRAINVEST,ROAD,EUR,A,2003,470000000
SVN,INFRAINVEST,ROAD,EUR,A,2004,496000000
SVN,INFRAINVEST,ROAD,EUR,A,2005,450000000
SVN,INFRAINVEST,ROAD,EUR,A,2006,573000000
SVN,INFRAINVEST,ROAD,EUR,A,2007,666000000
SVN,INFRAINVEST,ROAD,EUR,A,2008,694000000
SVN,INFRAINVEST,ROAD,EUR,A,2009,406000000
SVN,INFRAINVEST,ROAD,EUR,A,2010,221000000
SVN,INFRAINVEST,ROAD,EUR,A,2011,112000000
SVN,INFRAINVEST,ROAD,EUR,A,2012,102000000
SVN,INFRAINVEST,ROAD,EUR,A,2013,104000000
SVN,INFRAINVEST,ROAD,EUR,A,2014,128000000
SVN,INFRAINVEST,ROAD,EUR,A,2015,145000000
SVN,INFRAINVEST,ROAD,EUR,A,2016,149000000
SVN,INFRAINVEST,ROAD,EUR,A,2017,217000000
SVN,INFRAINVEST,ROAD,EUR,A,2018,330000000
SVN,INFRAINVEST,ROAD,EUR,A,2019,306000000
SVN,INFRAINVEST,ROAD,EUR,A,2020,235000000
SVN,INFRAINVEST,ROAD,EUR,A,2021,299000000
SRB,INFRAINVEST,ROAD,EUR,A,1999,32699219.78
SRB,INFRAINVEST,ROAD,EUR,A,2000,56596923.97
SRB,INFRAINVEST,ROAD,EUR,A,2001,81418390.52
SRB,INFRAINVEST,ROAD,EUR,A,2002,139066475.1
SRB,INFRAINVEST,ROAD,EUR,A,2003,168672958.5
SRB,INFRAINVEST,ROAD,EUR,A,2004,184741402
SRB,INFRAINVEST,ROAD,EUR,A,2005,174052122.7
SRB,INFRAINVEST,ROAD,EUR,A,2006,351316099
SRB,INFRAINVEST,ROAD,EUR,A,2007,406070426.6
SRB,INFRAINVEST,ROAD,EUR,A,2008,378948997
SRB,INFRAINVEST,ROAD,EUR,A,2009,251359245.2
SRB,INFRAINVEST,ROAD,EUR,A,2010,228848120.1
SRB,INFRAINVEST,ROAD,EUR,A,2011,338852896
SRB,INFRAINVEST,ROAD,EUR,A,2012,256622260.1
SRB,INFRAINVEST,ROAD,EUR,A,2013,279291914.6
SRB,INFRAINVEST,ROAD,EUR,A,2014,336982023.9
SRB,INFRAINVEST,ROAD,EUR,A,2015,505058874.5
SRB,INFRAINVEST,ROAD,EUR,A,2016,493838193.4
SRB,INFRAINVEST,ROAD,EUR,A,2017,506622631.2
SRB,INFRAINVEST,ROAD,EUR,A,2018,442540366.1
SRB,INFRAINVEST,ROAD,EUR,A,2019,584390123
SRB,INFRAINVEST,ROAD,EUR,A,2020,430536465.2
SRB,INFRAINVEST,ROAD,EUR,A,2021,853430246.5
MNE,INFRAINVEST,ROAD,EUR,A,1995,6238.22196
MNE,INFRAINVEST,ROAD,EUR,A,1996,14470.18638
MNE,INFRAINVEST,ROAD,EUR,A,1997,22623.13612
MNE,INFRAINVEST,ROAD,EUR,A,1998,12643.92354
MNE,INFRAINVEST,ROAD,EUR,A,1999,12570.159
MNE,INFRAINVEST,ROAD,EUR,A,2000,764381.3624
MNE,INFRAINVEST,ROAD,EUR,A,2001,274052.4483
ISR,INFRAINVEST,ROAD,EUR,A,1995,557676685.6
ISR,INFRAINVEST,ROAD,EUR,A,1996,667637620.3
ISR,INFRAINVEST,ROAD,EUR,A,1997,672958387.7
ISR,INFRAINVEST,ROAD,EUR,A,1998,662236598.5
ISR,INFRAINVEST,ROAD,EUR,A,1999,556802346.7
ISR,INFRAINVEST,ROAD,EUR,A,2000,994637927.4
ISR,INFRAINVEST,ROAD,EUR,A,2001,1237422678
ISR,INFRAINVEST,ROAD,EUR,A,2002,1125552727
ISR,INFRAINVEST,ROAD,EUR,A,2003,983979468.8
ISR,INFRAINVEST,ROAD,EUR,A,2004,589935548.7
ISR,INFRAINVEST,ROAD,EUR,A,2005,529324278.3
ISR,INFRAINVEST,ROAD,EUR,A,2006,692178331.2
ISR,INFRAINVEST,ROAD,EUR,A,2007,1007377122
ISR,INFRAINVEST,ROAD,EUR,A,2008,1212057856
ISR,INFRAINVEST,ROAD,EUR,A,2009,860684964.1
ISR,INFRAINVEST,ROAD,EUR,A,2010,982974946.5
ISR,INFRAINVEST,ROAD,EUR,A,2011,1068054830
ISR,INFRAINVEST,ROAD,EUR,A,2012,1275732623
ISR,INFRAINVEST,ROAD,EUR,A,2013,1483126851
ISR,INFRAINVEST,ROAD,EUR,A,2014,1371929381
ISR,INFRAINVEST,ROAD,EUR,A,2015,1514097570
ISR,INFRAINVEST,ROAD,EUR,A,2016,1625603012
ISR,INFRAINVEST,ROAD,EUR,A,2017,1920462940
ISR,INFRAINVEST,ROAD,EUR,A,2018,1932957467
ISR,INFRAINVEST,ROAD,EUR,A,2019,2163096580
ISR,INFRAINVEST,ROAD,EUR,A,2020,2744178937
ISR,INFRAINVEST,ROAD,EUR,A,2021,2692327807
ARM,INFRAINVEST,ROAD,EUR,A,2001,1371881.459
ARM,INFRAINVEST,ROAD,EUR,A,2002,830439.4058
ARM,INFRAINVEST,ROAD,EUR,A,2003,418066.2715
ARM,INFRAINVEST,ROAD,EUR,A,2004,3923281.209
ARM,INFRAINVEST,ROAD,EUR,A,2005,19854465.37
ARM,INFRAINVEST,ROAD,EUR,A,2006,23142418.73
ARM,INFRAINVEST,ROAD,EUR,A,2007,29057065.22
ARM,INFRAINVEST,ROAD,EUR,A,2008,50248397.32
ARM,INFRAINVEST,ROAD,EUR,A,2009,84166325.63
ARM,INFRAINVEST,ROAD,EUR,A,2010,36550829.59
ARM,INFRAINVEST,ROAD,EUR,A,2011,30534426.25
ARM,INFRAINVEST,ROAD,EUR,A,2012,26502499.44
ARM,INFRAINVEST,ROAD,EUR,A,2013,23186814.66
ARM,INFRAINVEST,ROAD,EUR,A,2014,66773298.72
ARM,INFRAINVEST,ROAD,EUR,A,2015,77721546.82
ARM,INFRAINVEST,ROAD,EUR,A,2016,90425116.73
CHN,INFRAINVEST,ROAD,EUR,A,1995,3407180304
CHN,INFRAINVEST,ROAD,EUR,A,1997,7112420199
CHN,INFRAINVEST,ROAD,EUR,A,1998,11460790433
CHN,INFRAINVEST,ROAD,EUR,A,1999,12793911384
CHN,INFRAINVEST,ROAD,EUR,A,2000,17270299188
CHN,INFRAINVEST,ROAD,EUR,A,2001,19602600297
CHN,INFRAINVEST,ROAD,EUR,A,2004,45368785847
CHN,INFRAINVEST,ROAD,EUR,A,2005,54805093042
CHN,INFRAINVEST,ROAD,EUR,A,2006,64763437994
CHN,INFRAINVEST,ROAD,EUR,A,2007,66510132699
CHN,INFRAINVEST,ROAD,EUR,A,2008,72954189415
CHN,INFRAINVEST,ROAD,EUR,A,2009,1.11241E+11
CHN,INFRAINVEST,ROAD,EUR,A,2010,1.42354E+11
CHN,INFRAINVEST,ROAD,EUR,A,2011,1.54221E+11
CHN,INFRAINVEST,ROAD,EUR,A,2012,2.15276E+11
CHN,INFRAINVEST,ROAD,EUR,A,2013,2.4928E+11
CHN,INFRAINVEST,ROAD,EUR,A,2014,3.00735E+11
CHN,INFRAINVEST,ROAD,EUR,A,2015,4.14199E+11
CHN,INFRAINVEST,ROAD,EUR,A,2016,4.48261E+11
CHN,INFRAINVEST,ROAD,EUR,A,2017,5.28997E+11
CHN,INFRAINVEST,ROAD,EUR,A,2018,5.58506E+11
CHN,INFRAINVEST,ROAD,EUR,A,2019,6.1467E+11
CHN,INFRAINVEST,ROAD,EUR,A,2020,6.15341E+11
CHN,INFRAINVEST,ROAD,EUR,A,2021,6.26834E+11
CHL,INFRAINVEST,ROAD,EUR,A,1998,715808767.7
CHL,INFRAINVEST,ROAD,EUR,A,1999,826113284.1
CHL,INFRAINVEST,ROAD,EUR,A,2000,976266637.7
CHL,INFRAINVEST,ROAD,EUR,A,2001,1162527095
CHL,INFRAINVEST,ROAD,EUR,A,2002,932856333.3
CHL,INFRAINVEST,ROAD,EUR,A,2003,751518972.7
CHL,INFRAINVEST,ROAD,EUR,A,2004,968028203.2
CHL,INFRAINVEST,ROAD,EUR,A,2005,864125789.3
CHL,INFRAINVEST,ROAD,EUR,A,2006,633077424.9
CHL,INFRAINVEST,ROAD,EUR,A,2007,635921829.1
CHL,INFRAINVEST,ROAD,EUR,A,2008,625180870.6
CHL,INFRAINVEST,ROAD,EUR,A,2009,619264594.4
CHL,INFRAINVEST,ROAD,EUR,A,2010,758516029.8
CHL,INFRAINVEST,ROAD,EUR,A,2011,1003629428
CHL,INFRAINVEST,ROAD,EUR,A,2012,1211562170
CHL,INFRAINVEST,ROAD,EUR,A,2013,1392717866
CHL,INFRAINVEST,ROAD,EUR,A,2014,1330010082
CHL,INFRAINVEST,ROAD,EUR,A,2015,1273150278
CHL,INFRAINVEST,ROAD,EUR,A,2016,1315891100
CHL,INFRAINVEST,ROAD,EUR,A,2017,1316615244
CHL,INFRAINVEST,ROAD,EUR,A,2018,1011339933
CHL,INFRAINVEST,ROAD,EUR,A,2019,1171186404
CHL,INFRAINVEST,ROAD,EUR,A,2020,892007993.9
CHL,INFRAINVEST,ROAD,EUR,A,2021,475240090.2
BLR,INFRAINVEST,ROAD,EUR,A,2005,537113017.5
BLR,INFRAINVEST,ROAD,EUR,A,2006,601559599
BLR,INFRAINVEST,ROAD,EUR,A,2007,781101291.6
BLR,INFRAINVEST,ROAD,EUR,A,2008,933142311.4
BLR,INFRAINVEST,ROAD,EUR,A,2009,647134412.7
BLR,INFRAINVEST,ROAD,EUR,A,2010,878734177.2
BLR,INFRAINVEST,ROAD,EUR,A,2011,1186610514
BLR,INFRAINVEST,ROAD,EUR,A,2012,1581319399
BLR,INFRAINVEST,ROAD,EUR,A,2013,1446139503
BLR,INFRAINVEST,ROAD,EUR,A,2014,1357658853
BLR,INFRAINVEST,ROAD,EUR,A,2015,1007813385
BLR,INFRAINVEST,ROAD,EUR,A,2016,872967572
BLR,INFRAINVEST,ROAD,EUR,A,2017,960754682.4
BLR,INFRAINVEST,ROAD,EUR,A,2018,1004655803
BLR,INFRAINVEST,ROAD,EUR,A,2019,1157793622
UZB,INFRAINVEST,ROAD,EUR,A,2019,624330117.9
UZB,INFRAINVEST,ROAD,EUR,A,2020,657145360.6
UZB,INFRAINVEST,ROAD,EUR,A,2021,875369666.2
