LOCATION,INDICATOR,TIME,Value
SWE,INFRAINVEST,1997,701081430.8
SWE,INFRAINVEST,1998,763652691.2
SWE,INFRAINVEST,1999,682390865.1
SWE,INFRAINVEST,2000,589990409.5
SWE,INFRAINVEST,2001,556846051.6
SWE,INFRAINVEST,2002,666120755.5
SWE,INFRAINVEST,2003,652316864.7
SWE,INFRAINVEST,2004,1093632877
SWE,INFRAINVEST,2005,1301085118
SWE,INFRAINVEST,2006,1250526839
SWE,INFRAINVEST,2007,1445790685
SWE,INFRAINVEST,2008,1536170699
SWE,INFRAINVEST,2009,1527973180
SWE,INFRAINVEST,2010,1655636908
SWE,INFRAINVEST,2011,1588351278
SWE,INFRAINVEST,2012,1570135643
SWE,INFRAINVEST,2013,1389931218
SWE,INFRAINVEST,2014,1480713210
SWE,INFRAINVEST,2015,1630006949
SWE,INFRAINVEST,2016,1501653058
SWE,INFRAINVEST,2017,1524982100
SWE,INFRAINVEST,2018,1424327513
SWE,INFRAINVEST,2019,1691537495
SWE,INFRAINVEST,2020,2080691450
SWE,INFRAINVEST,2021,2269044239
CHE,INFRAINVEST,1995,1079262375
CHE,INFRAINVEST,1996,1170131361
CHE,INFRAINVEST,1997,1231527094
CHE,INFRAINVEST,1998,1290302694
CHE,INFRAINVEST,1999,1342789303
CHE,INFRAINVEST,2000,1463054503
CHE,INFRAINVEST,2001,1643935381
CHE,INFRAINVEST,2002,2011995638
CHE,INFRAINVEST,2003,2004340107
CHE,INFRAINVEST,2004,2115795609
CHE,INFRAINVEST,2005,2191435768
CHE,INFRAINVEST,2006,2350772360
CHE,INFRAINVEST,2007,2329092348
CHE,INFRAINVEST,2008,2622393044
CHE,INFRAINVEST,2009,2888270746
CHE,INFRAINVEST,2010,3032122703
CHE,INFRAINVEST,2011,3410048622
CHE,INFRAINVEST,2012,3463867917
CHE,INFRAINVEST,2013,3665610529
CHE,INFRAINVEST,2014,3550139964
CHE,INFRAINVEST,2015,4193518172
CHE,INFRAINVEST,2016,3835993396
CHE,INFRAINVEST,2017,3120726880
CHE,INFRAINVEST,2018,3078188588
CHE,INFRAINVEST,2019,3434888110
CHE,INFRAINVEST,2020,3797066243
CHE,INFRAINVEST,2021,3666955699
TUR,INFRAINVEST,1995,45569983.31
TUR,INFRAINVEST,1996,48760639.53
TUR,INFRAINVEST,1997,61352822.16
TUR,INFRAINVEST,1998,67975136.52
TUR,INFRAINVEST,1999,81175661.81
TUR,INFRAINVEST,2000,72784261.55
TUR,INFRAINVEST,2001,58366606.17
TUR,INFRAINVEST,2002,72262916.03
TUR,INFRAINVEST,2003,124307773.9
TUR,INFRAINVEST,2004,302332038.1
TUR,INFRAINVEST,2005,260656851.6
TUR,INFRAINVEST,2006,469121748.8
TUR,INFRAINVEST,2007,554128512.3
TUR,INFRAINVEST,2008,785599307.9
TUR,INFRAINVEST,2009,802119964.9
TUR,INFRAINVEST,2010,1704488059
TUR,INFRAINVEST,2011,1698994433
TUR,INFRAINVEST,2012,1804048823
TUR,INFRAINVEST,2013,2435514628
TUR,INFRAINVEST,2014,1538468868
TUR,INFRAINVEST,2015,1228881461
TUR,INFRAINVEST,2016,1887199868
TUR,INFRAINVEST,2017,1968574999
TUR,INFRAINVEST,2018,1999028007
TUR,INFRAINVEST,2019,1973315978
TUR,INFRAINVEST,2020,2240818788
TUR,INFRAINVEST,2021,2184971147
GBR,INFRAINVEST,1995,2413751508
GBR,INFRAINVEST,1996,2734423006
GBR,INFRAINVEST,1997,3361247473
GBR,INFRAINVEST,1998,3910085773
GBR,INFRAINVEST,1999,4816444175
GBR,INFRAINVEST,2000,4874487285
GBR,INFRAINVEST,2001,5875542692
GBR,INFRAINVEST,2002,6749363868
GBR,INFRAINVEST,2003,7493857494
GBR,INFRAINVEST,2004,5450928382
GBR,INFRAINVEST,2005,5756689574
GBR,INFRAINVEST,2006,7939278381
GBR,INFRAINVEST,2007,7729667741
GBR,INFRAINVEST,2008,7538440678
GBR,INFRAINVEST,2009,6307135218
GBR,INFRAINVEST,2010,6387090422
GBR,INFRAINVEST,2011,7532693017
GBR,INFRAINVEST,2012,8765858710
GBR,INFRAINVEST,2013,8426350683
GBR,INFRAINVEST,2014,10306706349
GBR,INFRAINVEST,2015,14665633609
GBR,INFRAINVEST,2016,13511090487
GBR,INFRAINVEST,2017,13161511071
GBR,INFRAINVEST,2018,13542947559
GBR,INFRAINVEST,2019,13298360880
USA,INFRAINVEST,1995,4581799282
USA,INFRAINVEST,1996,4805825916
USA,INFRAINVEST,1997,5524402715
USA,INFRAINVEST,1998,6422038376
USA,INFRAINVEST,1999,6213885452
USA,INFRAINVEST,2000,6555047619
USA,INFRAINVEST,2001,6067826038
USA,INFRAINVEST,2002,5996811303
USA,INFRAINVEST,2003,5182507737
USA,INFRAINVEST,2004,5020800290
USA,INFRAINVEST,2005,5133460797
USA,INFRAINVEST,2006,6731067134
USA,INFRAINVEST,2007,6681006129
USA,INFRAINVEST,2008,6950411397
USA,INFRAINVEST,2009,7140505993
USA,INFRAINVEST,2010,7364202593
USA,INFRAINVEST,2011,8335915068
USA,INFRAINVEST,2012,10478064717
USA,INFRAINVEST,2013,9856139889
USA,INFRAINVEST,2014,11347989916
USA,INFRAINVEST,2015,15687248558
USA,INFRAINVEST,2016,12473273992
USA,INFRAINVEST,2017,11480135482
USA,INFRAINVEST,2018,10505663986
USA,INFRAINVEST,2019,11586756877
USA,INFRAINVEST,2020,9472531324
USA,INFRAINVEST,2021,8650612590
ALB,INFRAINVEST,1996,2684525.295
ALB,INFRAINVEST,1997,884116.1123
ALB,INFRAINVEST,1998,522044.5162
ALB,INFRAINVEST,1999,2075442.682
ALB,INFRAINVEST,2000,2051260.394
ALB,INFRAINVEST,2001,1401130.401
ALB,INFRAINVEST,2002,5600115.479
ALB,INFRAINVEST,2003,705423.7633
ALB,INFRAINVEST,2004,2059814.507
ALB,INFRAINVEST,2005,2343183.831
ALB,INFRAINVEST,2006,1243065.644
ALB,INFRAINVEST,2007,581968.6707
ALB,INFRAINVEST,2008,1376640.768
ALB,INFRAINVEST,2009,90816.62307
ALB,INFRAINVEST,2010,297787.0068
ALB,INFRAINVEST,2011,869495.8065
ALB,INFRAINVEST,2012,460305.4846
ALB,INFRAINVEST,2013,662869.0684
ALB,INFRAINVEST,2014,693103.6897
ALB,INFRAINVEST,2015,549354.1957
ALB,INFRAINVEST,2016,0
ALB,INFRAINVEST,2017,0
ALB,INFRAINVEST,2018,304952.3796
ALB,INFRAINVEST,2019,1079749.752
ALB,INFRAINVEST,2020,1502127.206
ALB,INFRAINVEST,2021,5462477.515
AZE,INFRAINVEST,1998,10380622.84
AZE,INFRAINVEST,1999,6832934.745
AZE,INFRAINVEST,2000,4840856.832
AZE,INFRAINVEST,2001,8393285.372
AZE,INFRAINVEST,2002,25027203.48
AZE,INFRAINVEST,2003,4501665.616
AZE,INFRAINVEST,2004,7366181.044
AZE,INFRAINVEST,2005,19526275.58
AZE,INFRAINVEST,2006,11592652.04
AZE,INFRAINVEST,2007,3401939.105
AZE,INFRAINVEST,2008,10753577.63
AZE,INFRAINVEST,2009,2679049.83
AZE,INFRAINVEST,2010,2817165.931
AZE,INFRAINVEST,2011,2729754.322
AZE,INFRAINVEST,2012,2960331.557
AZE,INFRAINVEST,2013,3838771.593
AZE,INFRAINVEST,2014,3837666.699
AZE,INFRAINVEST,2015,1762269.804
AZE,INFRAINVEST,2016,1133465.571
AZE,INFRAINVEST,2017,1029707.048
AZE,INFRAINVEST,2018,3485014.438
AZE,INFRAINVEST,2019,525403.247
AZE,INFRAINVEST,2020,515410.7824
AZE,INFRAINVEST,2021,0
BGR,INFRAINVEST,1995,45506257.11
BGR,INFRAINVEST,1996,26905829.6
BGR,INFRAINVEST,1997,13704406.49
BGR,INFRAINVEST,1998,22851919.56
BGR,INFRAINVEST,1999,21474588.4
BGR,INFRAINVEST,2000,77876831.64
BGR,INFRAINVEST,2001,77507442.77
BGR,INFRAINVEST,2002,50790067.72
BGR,INFRAINVEST,2003,26167265.26
BGR,INFRAINVEST,2004,31230800.74
BGR,INFRAINVEST,2005,45505675.43
BGR,INFRAINVEST,2006,39370078.74
BGR,INFRAINVEST,2007,44483075.98
BGR,INFRAINVEST,2008,71581961.35
BGR,INFRAINVEST,2009,49596073.22
BGR,INFRAINVEST,2010,129870129.9
BGR,INFRAINVEST,2011,89988751.41
BGR,INFRAINVEST,2012,114019838.4
BGR,INFRAINVEST,2013,123734533.2
BGR,INFRAINVEST,2014,167195009.7
BGR,INFRAINVEST,2015,301155537.4
BGR,INFRAINVEST,2016,153389917.2
BGR,INFRAINVEST,2017,92033950.3
BGR,INFRAINVEST,2018,96124348.09
BGR,INFRAINVEST,2019,124245832.9
BGR,INFRAINVEST,2020,171285407.5
BGR,INFRAINVEST,2021,166172410.3
HRV,INFRAINVEST,1995,7168039.322
HRV,INFRAINVEST,1996,13337585.9
HRV,INFRAINVEST,1997,29515008.24
HRV,INFRAINVEST,1998,25402439.2
HRV,INFRAINVEST,1999,24806692.53
HRV,INFRAINVEST,2000,19228756.8
HRV,INFRAINVEST,2001,20979768.55
HRV,INFRAINVEST,2002,36423483.7
HRV,INFRAINVEST,2003,104363449
HRV,INFRAINVEST,2004,128160674.3
HRV,INFRAINVEST,2005,93757177.02
HRV,INFRAINVEST,2006,121503365.2
HRV,INFRAINVEST,2007,92258213.98
HRV,INFRAINVEST,2008,125688657.6
HRV,INFRAINVEST,2009,98211488.43
HRV,INFRAINVEST,2010,83416795.86
HRV,INFRAINVEST,2011,80528070.55
HRV,INFRAINVEST,2012,61824418.65
HRV,INFRAINVEST,2013,183137617.1
HRV,INFRAINVEST,2014,130720666.4
HRV,INFRAINVEST,2015,60021013.92
HRV,INFRAINVEST,2016,44329418.01
HRV,INFRAINVEST,2017,62563635.39
HRV,INFRAINVEST,2018,99621196.8
HRV,INFRAINVEST,2019,128198215.2
HRV,INFRAINVEST,2020,126154091.1
HRV,INFRAINVEST,2021,140654261.5
EST,INFRAINVEST,1995,4000000
EST,INFRAINVEST,1996,0
EST,INFRAINVEST,1997,0
EST,INFRAINVEST,1998,15000000
EST,INFRAINVEST,1999,24000000
EST,INFRAINVEST,2000,19000000
EST,INFRAINVEST,2001,15000000
EST,INFRAINVEST,2002,18000000
EST,INFRAINVEST,2003,16000000
EST,INFRAINVEST,2004,20000000
EST,INFRAINVEST,2005,20000000
EST,INFRAINVEST,2006,21000000
EST,INFRAINVEST,2007,30000000
EST,INFRAINVEST,2008,23000000
EST,INFRAINVEST,2009,37000000
EST,INFRAINVEST,2010,35000000
EST,INFRAINVEST,2011,94000000
EST,INFRAINVEST,2012,47700000
EST,INFRAINVEST,2013,26500000
EST,INFRAINVEST,2014,15500000
EST,INFRAINVEST,2015,13100000
EST,INFRAINVEST,2016,14500000
EST,INFRAINVEST,2017,13800000
EST,INFRAINVEST,2018,26400000
EST,INFRAINVEST,2019,31500000
EST,INFRAINVEST,2020,32000000
EST,INFRAINVEST,2021,60000000
GEO,INFRAINVEST,2002,41471765.44
GEO,INFRAINVEST,2003,18963598.14
GEO,INFRAINVEST,2004,10915197.31
GEO,INFRAINVEST,2005,14178112.54
GEO,INFRAINVEST,2006,61756018.97
GEO,INFRAINVEST,2007,211984789.5
GEO,INFRAINVEST,2008,48437214.4
GEO,INFRAINVEST,2009,91253818
GEO,INFRAINVEST,2010,83384277.97
GEO,INFRAINVEST,2011,266775528
GEO,INFRAINVEST,2012,243833586.4
GEO,INFRAINVEST,2013,62659342.12
GEO,INFRAINVEST,2014,76544603.55
GEO,INFRAINVEST,2015,88229139.27
GEO,INFRAINVEST,2016,88687246.86
GEO,INFRAINVEST,2017,46845968.78
GEO,INFRAINVEST,2018,54016355.86
GEO,INFRAINVEST,2019,42056254.18
IND,INFRAINVEST,2004,2330943045
IND,INFRAINVEST,2005,2811425697
IND,INFRAINVEST,2006,3223047287
IND,INFRAINVEST,2007,3927094512
IND,INFRAINVEST,2008,4663260212
IND,INFRAINVEST,2009,4723696612
IND,INFRAINVEST,2010,5149561183
IND,INFRAINVEST,2011,4944379163
IND,INFRAINVEST,2012,6075867422
IND,INFRAINVEST,2013,5928516619
IND,INFRAINVEST,2014,8786181249
IND,INFRAINVEST,2015,9643918863
IND,INFRAINVEST,2016,9890866187
IND,INFRAINVEST,2017,10368632929
LVA,INFRAINVEST,1995,7000000
LVA,INFRAINVEST,1996,9000000
LVA,INFRAINVEST,1997,17000000
LVA,INFRAINVEST,1998,21000000
LVA,INFRAINVEST,1999,19000000
LVA,INFRAINVEST,2000,24000000
LVA,INFRAINVEST,2001,19000000
LVA,INFRAINVEST,2002,24000000
LVA,INFRAINVEST,2003,32000000
LVA,INFRAINVEST,2004,29000000
LVA,INFRAINVEST,2005,35000000
LVA,INFRAINVEST,2006,29000000
LVA,INFRAINVEST,2007,36000000
LVA,INFRAINVEST,2008,63000000
LVA,INFRAINVEST,2009,63000000
LVA,INFRAINVEST,2010,73000000
LVA,INFRAINVEST,2011,53000000
LVA,INFRAINVEST,2012,102000000
LVA,INFRAINVEST,2013,77000000
LVA,INFRAINVEST,2014,136000000
LVA,INFRAINVEST,2015,209000000
LVA,INFRAINVEST,2016,24400000
LVA,INFRAINVEST,2017,23500000
LVA,INFRAINVEST,2018,20900000
LVA,INFRAINVEST,2019,26505000
LVA,INFRAINVEST,2020,48520000
LVA,INFRAINVEST,2021,83590000
LIE,INFRAINVEST,1995,
LIE,INFRAINVEST,1996,
LIE,INFRAINVEST,1997,
LIE,INFRAINVEST,1998,
LIE,INFRAINVEST,1999,
LIE,INFRAINVEST,2000,
LIE,INFRAINVEST,2001,
LIE,INFRAINVEST,2002,
LIE,INFRAINVEST,2003,
LIE,INFRAINVEST,2004,
LIE,INFRAINVEST,2005,
LIE,INFRAINVEST,2006,
LIE,INFRAINVEST,2007,
LIE,INFRAINVEST,2008,
LIE,INFRAINVEST,2009,
LIE,INFRAINVEST,2010,
LIE,INFRAINVEST,2011,
LIE,INFRAINVEST,2012,
LIE,INFRAINVEST,2013,
LIE,INFRAINVEST,2014,
LIE,INFRAINVEST,2015,
LIE,INFRAINVEST,2016,
LIE,INFRAINVEST,2017,
LIE,INFRAINVEST,2018,
LIE,INFRAINVEST,2019,
LIE,INFRAINVEST,2020,
LIE,INFRAINVEST,2021,
LTU,INFRAINVEST,1995,4000000
LTU,INFRAINVEST,1996,17000000
LTU,INFRAINVEST,1997,22000000
LTU,INFRAINVEST,1998,29000000
LTU,INFRAINVEST,1999,19000000
LTU,INFRAINVEST,2000,18000000
LTU,INFRAINVEST,2001,25000000
LTU,INFRAINVEST,2002,58000000
LTU,INFRAINVEST,2003,85000000
LTU,INFRAINVEST,2004,70000000
LTU,INFRAINVEST,2005,68000000
LTU,INFRAINVEST,2006,50000000
LTU,INFRAINVEST,2007,76000000
LTU,INFRAINVEST,2008,85000000
LTU,INFRAINVEST,2009,67000000
LTU,INFRAINVEST,2010,107000000
LTU,INFRAINVEST,2011,116000000
LTU,INFRAINVEST,2012,140000000
LTU,INFRAINVEST,2013,139000000
LTU,INFRAINVEST,2014,264000000
LTU,INFRAINVEST,2015,180000000
LTU,INFRAINVEST,2016,70000000
LTU,INFRAINVEST,2017,49000000
LTU,INFRAINVEST,2018,65000000
LTU,INFRAINVEST,2019,86000000
LTU,INFRAINVEST,2020,174000000
LTU,INFRAINVEST,2021,109000000
MKD,INFRAINVEST,1995,25589077.65
MKD,INFRAINVEST,1996,29017460.4
MKD,INFRAINVEST,1997,18572135.74
MKD,INFRAINVEST,1998,15722806.91
MKD,INFRAINVEST,1999,12949970.22
MKD,INFRAINVEST,2000,9748867.847
MKD,INFRAINVEST,2001,8372706.945
MKD,INFRAINVEST,2002,8626047.712
MKD,INFRAINVEST,2003,2676943.518
MKD,INFRAINVEST,2004,81518.85939
MKD,INFRAINVEST,2005,1354034.288
MKD,INFRAINVEST,2006,882498.5823
MKD,INFRAINVEST,2007,588384.313
MKD,INFRAINVEST,2008,5468030.791
MKD,INFRAINVEST,2009,3231191.771
MKD,INFRAINVEST,2010,2243406.336
MKD,INFRAINVEST,2011,455072.1858
MKD,INFRAINVEST,2012,601314.1151
MKD,INFRAINVEST,2013,2614311.161
MKD,INFRAINVEST,2014,3342820.886
MKD,INFRAINVEST,2015,6070689.445
MKD,INFRAINVEST,2016,7971322.72
MKD,INFRAINVEST,2017,5642865.379
MKD,INFRAINVEST,2018,6270201.376
MKD,INFRAINVEST,2019,12639258.09
MKD,INFRAINVEST,2020,4929103.6
MKD,INFRAINVEST,2021,11276055.86
MLT,INFRAINVEST,1995,
MLT,INFRAINVEST,1996,
MLT,INFRAINVEST,1997,
MLT,INFRAINVEST,1998,
MLT,INFRAINVEST,1999,
MLT,INFRAINVEST,2000,
MLT,INFRAINVEST,2001,
MLT,INFRAINVEST,2002,
MLT,INFRAINVEST,2003,
MLT,INFRAINVEST,2004,
MLT,INFRAINVEST,2005,
MLT,INFRAINVEST,2006,
MLT,INFRAINVEST,2007,
MLT,INFRAINVEST,2008,
MLT,INFRAINVEST,2009,
MLT,INFRAINVEST,2010,
MLT,INFRAINVEST,2011,
MLT,INFRAINVEST,2012,
MLT,INFRAINVEST,2013,
MLT,INFRAINVEST,2014,
MLT,INFRAINVEST,2015,
MLT,INFRAINVEST,2016,
MLT,INFRAINVEST,2017,
MLT,INFRAINVEST,2018,
MLT,INFRAINVEST,2019,
MLT,INFRAINVEST,2020,
MLT,INFRAINVEST,2021,
MDA,INFRAINVEST,1995,4589105.125
MDA,INFRAINVEST,1996,4106073.567
MDA,INFRAINVEST,1997,4766171.62
MDA,INFRAINVEST,1998,3305621.209
MDA,INFRAINVEST,1999,894734.4875
MDA,INFRAINVEST,2000,1305335.341
MDA,INFRAINVEST,2001,1909655.915
MDA,INFRAINVEST,2002,7869598.417
MDA,INFRAINVEST,2003,10408667.12
MDA,INFRAINVEST,2004,5606623.639
MDA,INFRAINVEST,2005,9374282.58
MDA,INFRAINVEST,2006,6427436.665
MDA,INFRAINVEST,2007,10474671.16
MDA,INFRAINVEST,2008,24542206.05
MDA,INFRAINVEST,2009,8454121.868
MDA,INFRAINVEST,2010,7255124.313
MDA,INFRAINVEST,2011,7164420.386
MDA,INFRAINVEST,2012,10407364.82
MDA,INFRAINVEST,2013,12797435.73
MDA,INFRAINVEST,2014,4511544.721
MDA,INFRAINVEST,2015,4480050.598
MDA,INFRAINVEST,2016,1034266.895
MDA,INFRAINVEST,2017,998003.992
MDA,INFRAINVEST,2018,1219364.721
MDA,INFRAINVEST,2019,711602.6817
MDA,INFRAINVEST,2020,354358.6109
MDA,INFRAINVEST,2021,191160.7279
ROU,INFRAINVEST,1995,70422535.21
ROU,INFRAINVEST,1996,50263885.4
ROU,INFRAINVEST,1997,43268636.42
ROU,INFRAINVEST,1998,46403712.3
ROU,INFRAINVEST,1999,30083497.05
ROU,INFRAINVEST,2000,43140205.67
ROU,INFRAINVEST,2001,56901191.85
ROU,INFRAINVEST,2002,106246799.8
ROU,INFRAINVEST,2003,98809492.1
ROU,INFRAINVEST,2004,57742134.48
ROU,INFRAINVEST,2005,109043727.9
ROU,INFRAINVEST,2006,101861309.7
ROU,INFRAINVEST,2007,310674376.1
ROU,INFRAINVEST,2008,316232356.1
ROU,INFRAINVEST,2009,177375224.1
ROU,INFRAINVEST,2010,168859545
ROU,INFRAINVEST,2011,161374038.6
ROU,INFRAINVEST,2012,117763172.7
ROU,INFRAINVEST,2013,208856606.2
ROU,INFRAINVEST,2014,277659023.9
ROU,INFRAINVEST,2015,321920273.6
ROU,INFRAINVEST,2016,262091386.8
ROU,INFRAINVEST,2017,214503031.5
ROU,INFRAINVEST,2018,182853459.4
RUS,INFRAINVEST,1996,1495668631
RUS,INFRAINVEST,1997,1736313326
RUS,INFRAINVEST,1998,964268268.4
RUS,INFRAINVEST,1999,1180780554
RUS,INFRAINVEST,2000,2603664235
RUS,INFRAINVEST,2001,3271690110
RUS,INFRAINVEST,2002,2046399509
RUS,INFRAINVEST,2003,3231072457
RUS,INFRAINVEST,2004,3646100451
RUS,INFRAINVEST,2005,4016900072
RUS,INFRAINVEST,2006,4168733386
RUS,INFRAINVEST,2007,5434079847
RUS,INFRAINVEST,2008,9488821437
RUS,INFRAINVEST,2009,6574392816
RUS,INFRAINVEST,2010,9052977995
RUS,INFRAINVEST,2011,9869977720
RUS,INFRAINVEST,2012,11193950762
RUS,INFRAINVEST,2013,9786916953
RUS,INFRAINVEST,2014,6474551311
RUS,INFRAINVEST,2015,5022319785
RUS,INFRAINVEST,2016,4830404644
RUS,INFRAINVEST,2017,3608852029
RUS,INFRAINVEST,2018,4355181801
RUS,INFRAINVEST,2019,6677866237
RUS,INFRAINVEST,2020,5305295682
SVN,INFRAINVEST,2000,16000000
SVN,INFRAINVEST,2001,15000000
SVN,INFRAINVEST,2002,20000000
SVN,INFRAINVEST,2003,21000000
SVN,INFRAINVEST,2004,59000000
SVN,INFRAINVEST,2005,42000000
SVN,INFRAINVEST,2006,13000000
SVN,INFRAINVEST,2007,62000000
SVN,INFRAINVEST,2008,96000000
SVN,INFRAINVEST,2009,72000000
SVN,INFRAINVEST,2010,131000000
SVN,INFRAINVEST,2011,106000000
SVN,INFRAINVEST,2012,72000000
SVN,INFRAINVEST,2013,140000000
SVN,INFRAINVEST,2014,270000000
SVN,INFRAINVEST,2015,376000000
SVN,INFRAINVEST,2016,84400000
SVN,INFRAINVEST,2017,100000000
SVN,INFRAINVEST,2018,153000000
SVN,INFRAINVEST,2019,208000000
SVN,INFRAINVEST,2020,189000000
SVN,INFRAINVEST,2021,377000000
SRB,INFRAINVEST,1999,16437275.36
SRB,INFRAINVEST,2000,2935977.829
SRB,INFRAINVEST,2001,3619717.527
SRB,INFRAINVEST,2002,6195378.511
SRB,INFRAINVEST,2003,5070791.32
SRB,INFRAINVEST,2004,4409760.454
SRB,INFRAINVEST,2005,4369711.382
SRB,INFRAINVEST,2006,3943901.564
SRB,INFRAINVEST,2007,2175511.245
SRB,INFRAINVEST,2008,2382168.608
SRB,INFRAINVEST,2009,5662634.7
SRB,INFRAINVEST,2010,12246183.27
SRB,INFRAINVEST,2011,6992622.93
SRB,INFRAINVEST,2012,2947849.619
SRB,INFRAINVEST,2013,9329480.096
SRB,INFRAINVEST,2014,11773638.99
SRB,INFRAINVEST,2015,83081376.99
SRB,INFRAINVEST,2016,73320989.95
SRB,INFRAINVEST,2017,45016093.07
SRB,INFRAINVEST,2018,68347243.23
SRB,INFRAINVEST,2019,139061696.4
SRB,INFRAINVEST,2020,161393761.7
SRB,INFRAINVEST,2021,315021505.2
MNE,INFRAINVEST,1995,128.6285457
MNE,INFRAINVEST,1996,367.5101306
MNE,INFRAINVEST,1997,255.1570335
MNE,INFRAINVEST,1998,0
MNE,INFRAINVEST,1999,710.344581
MNE,INFRAINVEST,2000,0
MNE,INFRAINVEST,2001,0
ARM,INFRAINVEST,2008,24323246.76
ARM,INFRAINVEST,2009,53176667.53
ARM,INFRAINVEST,2010,42656887.51
ARM,INFRAINVEST,2011,26377717.6
ARM,INFRAINVEST,2012,23882677.86
ARM,INFRAINVEST,2013,11672457.89
ARM,INFRAINVEST,2014,12014666.77
ARM,INFRAINVEST,2015,12385037.63
ARM,INFRAINVEST,2016,5638192.325
CHN,INFRAINVEST,1995,4240335636
CHN,INFRAINVEST,1997,5279072018
CHN,INFRAINVEST,1998,6851483194
CHN,INFRAINVEST,1999,7712355358
CHN,INFRAINVEST,2000,8811444011
CHN,INFRAINVEST,2001,9296277374
CHN,INFRAINVEST,2004,8229686735
CHN,INFRAINVEST,2005,12447847574
CHN,INFRAINVEST,2006,19649052829
CHN,INFRAINVEST,2007,23935236303
CHN,INFRAINVEST,2008,40094043625
CHN,INFRAINVEST,2009,70183376184
CHN,INFRAINVEST,2010,85005375986
CHN,INFRAINVEST,2011,65833781222
CHN,INFRAINVEST,2012,75538542430
CHN,INFRAINVEST,2013,81347409867
CHN,INFRAINVEST,2014,94554260064
CHN,INFRAINVEST,2015,1.12E+11
CHN,INFRAINVEST,2016,1.05E+11
CHN,INFRAINVEST,2017,1.05E+11
CHN,INFRAINVEST,2018,97308264695
CHN,INFRAINVEST,2019,95008721360
CHN,INFRAINVEST,2020,91375186834
CHN,INFRAINVEST,2021,92516632674
NZL,INFRAINVEST,2007,59590916.41
NZL,INFRAINVEST,2008,150476139.2
NZL,INFRAINVEST,2009,71940602.24
NZL,INFRAINVEST,2010,181166812.2
NZL,INFRAINVEST,2011,227824469.5
NZL,INFRAINVEST,2012,170063096.1
NZL,INFRAINVEST,2013,207133855.5
NZL,INFRAINVEST,2014,216023234.2
NZL,INFRAINVEST,2015,305329595
NZL,INFRAINVEST,2016,72580497.94
NZL,INFRAINVEST,2017,152913872.8
NZL,INFRAINVEST,2018,226714030.2
NZL,INFRAINVEST,2019,158967915.1
NZL,INFRAINVEST,2020,137146265.1
NZL,INFRAINVEST,2021,163871579.7
BLR,INFRAINVEST,2005,142111152.6
BLR,INFRAINVEST,2006,154103230.6
BLR,INFRAINVEST,2007,178110129.2
BLR,INFRAINVEST,2008,207895574.7
BLR,INFRAINVEST,2009,188383449
BLR,INFRAINVEST,2010,263797468.4
BLR,INFRAINVEST,2011,389631135.6
BLR,INFRAINVEST,2012,530465615.4
BLR,INFRAINVEST,2013,379099923.7
BLR,INFRAINVEST,2014,297066194.9
BLR,INFRAINVEST,2015,188880081.5
BLR,INFRAINVEST,2016,96557362.16
BLR,INFRAINVEST,2017,180519302.1
BLR,INFRAINVEST,2018,89832058.53
BLR,INFRAINVEST,2019,236178115.5
UZB,INFRAINVEST,2019,375133976.4
UZB,INFRAINVEST,2020,371506177.2
UZB,INFRAINVEST,2021,446134347.3
